(free pos-2-0), layer: 0
(free pos-7-5), layer: 0
(free pos-8-5), layer: 0
(free pos-9-5), layer: 0
(free pos-10-5), layer: 0
(free pos-11-5), layer: 0
(free pos-12-5), layer: 0
(free pos-13-5), layer: 0
(free pos-14-5), layer: 0
(free pos-15-5), layer: 0
(free pos-16-5), layer: 0
(free pos-17-5), layer: 0
(free pos-18-5), layer: 0
(free pos-19-5), layer: 0
(free pos-20-5), layer: 0
(free pos-21-5), layer: 0
(free pos-0-6), layer: 0
(free pos-1-6), layer: 0
(free pos-2-6), layer: 0
(free pos-3-6), layer: 0
(free pos-4-6), layer: 0
(free pos-5-6), layer: 0
(free pos-6-6), layer: 0
(free pos-7-6), layer: 0
(free pos-8-6), layer: 0
(free pos-9-6), layer: 0
(free pos-10-6), layer: 0
(free pos-11-6), layer: 0
(free pos-12-6), layer: 0
(free pos-13-6), layer: 0
(free pos-14-6), layer: 0
(free pos-15-6), layer: 0
(free pos-16-6), layer: 0
(free pos-17-6), layer: 0
(free pos-18-6), layer: 0
(free pos-19-6), layer: 0
(free pos-20-6), layer: 0
(free pos-21-6), layer: 0
(free pos-0-7), layer: 0
(free pos-1-7), layer: 0
(free pos-2-7), layer: 0
(free pos-3-7), layer: 0
(free pos-4-7), layer: 0
(free pos-5-7), layer: 0
(free pos-6-7), layer: 0
(free pos-7-7), layer: 0
(free pos-8-7), layer: 0
(free pos-9-7), layer: 0
(free pos-10-7), layer: 0
(free pos-11-7), layer: 0
(free pos-12-7), layer: 0
(free pos-13-7), layer: 0
(free pos-14-7), layer: 0
(free pos-15-7), layer: 0
(free pos-16-7), layer: 0
(free pos-17-7), layer: 0
(free pos-18-7), layer: 0
(free pos-19-7), layer: 0
(free pos-20-7), layer: 0
(free pos-21-7), layer: 0
(free pos-0-8), layer: 0
(free pos-1-8), layer: 0
(free pos-2-8), layer: 0
(free pos-3-8), layer: 0
(free pos-4-8), layer: 0
(free pos-5-8), layer: 0
(free pos-6-8), layer: 0
(free pos-7-8), layer: 0
(free pos-8-8), layer: 0
(free pos-9-8), layer: 0
(free pos-10-8), layer: 0
(free pos-11-8), layer: 0
(free pos-12-8), layer: 0
(free pos-13-8), layer: 0
(free pos-14-8), layer: 0
(free pos-15-8), layer: 0
(free pos-16-8), layer: 0
(free pos-17-8), layer: 0
(free pos-18-8), layer: 0
(free pos-19-8), layer: 0
(free pos-20-8), layer: 0
(free pos-21-8), layer: 0
(free pos-0-9), layer: 0
(free pos-1-9), layer: 0
(free pos-2-9), layer: 0
(free pos-3-9), layer: 0
(free pos-4-9), layer: 0
(free pos-5-9), layer: 0
(free pos-6-9), layer: 0
(free pos-7-9), layer: 0
(free pos-8-9), layer: 0
(free pos-9-9), layer: 0
(free pos-10-9), layer: 0
(free pos-11-9), layer: 0
(free pos-12-9), layer: 0
(free pos-13-9), layer: 0
(free pos-14-9), layer: 0
(free pos-15-9), layer: 0
(free pos-16-9), layer: 0
(free pos-17-9), layer: 0
(free pos-18-9), layer: 0
(free pos-19-9), layer: 0
(free pos-20-9), layer: 0
(free pos-21-9), layer: 0
(free pos-0-10), layer: 0
(free pos-1-10), layer: 0
(free pos-2-10), layer: 0
(free pos-3-10), layer: 0
(free pos-4-10), layer: 0
(free pos-5-10), layer: 0
(free pos-6-10), layer: 0
(free pos-7-10), layer: 0
(free pos-8-10), layer: 0
(free pos-9-10), layer: 0
(free pos-10-10), layer: 0
(free pos-11-10), layer: 0
(free pos-12-10), layer: 0
(free pos-13-10), layer: 0
(free pos-14-10), layer: 0
(free pos-15-10), layer: 0
(free pos-16-10), layer: 0
(free pos-17-10), layer: 0
(free pos-18-10), layer: 0
(free pos-19-10), layer: 0
(free pos-20-10), layer: 0
(free pos-21-10), layer: 0
(free pos-0-11), layer: 0
(free pos-1-11), layer: 0
(free pos-2-11), layer: 0
(free pos-3-11), layer: 0
(free pos-4-11), layer: 0
(free pos-5-11), layer: 0
(free pos-6-11), layer: 0
(free pos-7-11), layer: 0
(free pos-8-11), layer: 0
(free pos-9-11), layer: 0
(free pos-10-11), layer: 0
(free pos-11-11), layer: 0
(free pos-12-11), layer: 0
(free pos-13-11), layer: 0
(free pos-14-11), layer: 0
(free pos-15-11), layer: 0
(free pos-16-11), layer: 0
(free pos-17-11), layer: 0
(free pos-18-11), layer: 0
(free pos-19-11), layer: 0
(free pos-20-11), layer: 0
(free pos-21-11), layer: 0
(free pos-0-12), layer: 0
(free pos-1-12), layer: 0
(free pos-2-12), layer: 0
(free pos-3-12), layer: 0
(free pos-4-12), layer: 0
(free pos-5-12), layer: 0
(free pos-6-12), layer: 0
(free pos-7-12), layer: 0
(free pos-8-12), layer: 0
(free pos-9-12), layer: 0
(free pos-10-12), layer: 0
(free pos-11-12), layer: 0
(free pos-12-12), layer: 0
(free pos-13-12), layer: 0
(free pos-14-12), layer: 0
(free pos-15-12), layer: 0
(free pos-16-12), layer: 0
(free pos-17-12), layer: 0
(free pos-18-12), layer: 0
(free pos-19-12), layer: 0
(free pos-20-12), layer: 0
(free pos-21-12), layer: 0
(free pos-0-13), layer: 0
(free pos-1-13), layer: 0
(free pos-2-13), layer: 0
(free pos-3-13), layer: 0
(free pos-4-13), layer: 0
(free pos-5-13), layer: 0
(free pos-6-13), layer: 0
(free pos-7-13), layer: 0
(free pos-8-13), layer: 0
(free pos-9-13), layer: 0
(free pos-10-13), layer: 0
(free pos-11-13), layer: 0
(free pos-12-13), layer: 0
(free pos-13-13), layer: 0
(free pos-14-13), layer: 0
(free pos-15-13), layer: 0
(free pos-16-13), layer: 0
(free pos-17-13), layer: 0
(free pos-18-13), layer: 0
(free pos-19-13), layer: 0
(free pos-20-13), layer: 0
(free pos-21-13), layer: 0
(free pos-0-14), layer: 0
(free pos-1-14), layer: 0
(free pos-2-14), layer: 0
(free pos-3-14), layer: 0
(free pos-4-14), layer: 0
(free pos-5-14), layer: 0
(free pos-6-14), layer: 0
(free pos-7-14), layer: 0
(free pos-8-14), layer: 0
(free pos-9-14), layer: 0
(free pos-10-14), layer: 0
(free pos-11-14), layer: 0
(free pos-12-14), layer: 0
(free pos-13-14), layer: 0
(free pos-14-14), layer: 0
(free pos-15-14), layer: 0
(free pos-16-14), layer: 0
(free pos-17-14), layer: 0
(free pos-18-14), layer: 0
(free pos-19-14), layer: 0
(free pos-20-14), layer: 0
(free pos-21-14), layer: 0
(free pos-0-15), layer: 0
(free pos-1-15), layer: 0
(free pos-2-15), layer: 0
(free pos-3-15), layer: 0
(free pos-4-15), layer: 0
(free pos-5-15), layer: 0
(free pos-6-15), layer: 0
(free pos-7-15), layer: 0
(free pos-8-15), layer: 0
(free pos-9-15), layer: 0
(free pos-10-15), layer: 0
(free pos-11-15), layer: 0
(free pos-12-15), layer: 0
(free pos-13-15), layer: 0
(free pos-14-15), layer: 0
(free pos-15-15), layer: 0
(free pos-16-15), layer: 0
(free pos-17-15), layer: 0
(free pos-18-15), layer: 0
(free pos-19-15), layer: 0
(free pos-20-15), layer: 0
(free pos-21-15), layer: 0
(free pos-0-16), layer: 0
(free pos-1-16), layer: 0
(free pos-2-16), layer: 0
(free pos-3-16), layer: 0
(free pos-4-16), layer: 0
(free pos-5-16), layer: 0
(free pos-6-16), layer: 0
(free pos-7-16), layer: 0
(free pos-8-16), layer: 0
(free pos-9-16), layer: 0
(free pos-10-16), layer: 0
(free pos-11-16), layer: 0
(free pos-12-16), layer: 0
(free pos-13-16), layer: 0
(free pos-14-16), layer: 0
(free pos-15-16), layer: 0
(free pos-16-16), layer: 0
(free pos-17-16), layer: 0
(free pos-18-16), layer: 0
(free pos-19-16), layer: 0
(free pos-20-16), layer: 0
(free pos-21-16), layer: 0
(free pos-0-17), layer: 0
(free pos-1-17), layer: 0
(free pos-2-17), layer: 0
(free pos-3-17), layer: 0
(free pos-4-17), layer: 0
(free pos-5-17), layer: 0
(free pos-6-17), layer: 0
(free pos-7-17), layer: 0
(free pos-8-17), layer: 0
(free pos-9-17), layer: 0
(free pos-10-17), layer: 0
(free pos-11-17), layer: 0
(free pos-12-17), layer: 0
(free pos-13-17), layer: 0
(free pos-14-17), layer: 0
(free pos-15-17), layer: 0
(free pos-16-17), layer: 0
(free pos-17-17), layer: 0
(free pos-18-17), layer: 0
(free pos-19-17), layer: 0
(free pos-20-17), layer: 0
(free pos-21-17), layer: 0
(free pos-0-18), layer: 0
(free pos-1-18), layer: 0
(free pos-2-18), layer: 0
(free pos-3-18), layer: 0
(free pos-4-18), layer: 0
(free pos-5-18), layer: 0
(free pos-6-18), layer: 0
(free pos-7-18), layer: 0
(free pos-8-18), layer: 0
(free pos-9-18), layer: 0
(free pos-10-18), layer: 0
(free pos-11-18), layer: 0
(free pos-12-18), layer: 0
(free pos-13-18), layer: 0
(free pos-14-18), layer: 0
(free pos-15-18), layer: 0
(free pos-16-18), layer: 0
(free pos-17-18), layer: 0
(free pos-18-18), layer: 0
(free pos-19-18), layer: 0
(free pos-20-18), layer: 0
(free pos-21-18), layer: 0
(free pos-0-19), layer: 0
(free pos-1-19), layer: 0
(free pos-2-19), layer: 0
(free pos-3-19), layer: 0
(free pos-4-19), layer: 0
(free pos-5-19), layer: 0
(free pos-6-19), layer: 0
(free pos-7-19), layer: 0
(free pos-8-19), layer: 0
(free pos-9-19), layer: 0
(free pos-10-19), layer: 0
(free pos-11-19), layer: 0
(free pos-12-19), layer: 0
(free pos-13-19), layer: 0
(free pos-14-19), layer: 0
(free pos-15-19), layer: 0
(free pos-16-19), layer: 0
(free pos-17-19), layer: 0
(free pos-18-19), layer: 0
(free pos-19-19), layer: 0
(free pos-20-19), layer: 0
(free pos-21-19), layer: 0
(free pos-0-20), layer: 0
(free pos-1-20), layer: 0
(free pos-2-20), layer: 0
(free pos-3-20), layer: 0
(free pos-4-20), layer: 0
(free pos-5-20), layer: 0
(free pos-6-20), layer: 0
(free pos-7-20), layer: 0
(free pos-8-20), layer: 0
(free pos-9-20), layer: 0
(free pos-10-20), layer: 0
(free pos-11-20), layer: 0
(free pos-12-20), layer: 0
(free pos-13-20), layer: 0
(free pos-14-20), layer: 0
(free pos-15-20), layer: 0
(free pos-16-20), layer: 0
(free pos-17-20), layer: 0
(free pos-18-20), layer: 0
(free pos-19-20), layer: 0
(free pos-20-20), layer: 0
(free pos-21-20), layer: 0
(free pos-0-21), layer: 0
(free pos-1-21), layer: 0
(free pos-2-21), layer: 0
(free pos-3-21), layer: 0
(free pos-4-21), layer: 0
(free pos-5-21), layer: 0
(free pos-6-21), layer: 0
(free pos-7-21), layer: 0
(free pos-8-21), layer: 0
(free pos-9-21), layer: 0
(free pos-10-21), layer: 0
(free pos-11-21), layer: 0
(free pos-12-21), layer: 0
(free pos-13-21), layer: 0
(free pos-14-21), layer: 0
(free pos-15-21), layer: 0
(free pos-16-21), layer: 0
(free pos-17-21), layer: 0
(free pos-18-21), layer: 0
(free pos-19-21), layer: 0
(free pos-20-21), layer: 0
(free pos-21-21), layer: 0
(occupied pos-0-0), layer: 0
(occupied pos-1-0), layer: 0
(occupied pos-0-1), layer: 0
(free pos-1-0), layer: 1
(occupied pos-2-0), layer: 1
(occupied pos-1-1), layer: 1
(free pos-0-1), layer: 1
(occupied pos-0-2), layer: 1
(free pos-0-0), layer: 2
(occupied pos-3-0), layer: 2
(occupied pos-2-1), layer: 2
(occupied pos-1-2), layer: 2
(occupied pos-0-3), layer: 2
(x-succ pos-0-0 pos-1-0), layer: 0
(x-succ pos-1-0 pos-2-0), layer: 0
(x-succ pos-2-0 pos-3-0), layer: 0
(x-succ pos-3-0 pos-4-0), layer: 0
(x-succ pos-4-0 pos-5-0), layer: 0
(x-succ pos-5-0 pos-6-0), layer: 0
(x-succ pos-6-0 pos-7-0), layer: 0
(x-succ pos-7-0 pos-8-0), layer: 0
(x-succ pos-8-0 pos-9-0), layer: 0
(x-succ pos-9-0 pos-10-0), layer: 0
(x-succ pos-10-0 pos-11-0), layer: 0
(x-succ pos-11-0 pos-12-0), layer: 0
(x-succ pos-12-0 pos-13-0), layer: 0
(x-succ pos-13-0 pos-14-0), layer: 0
(x-succ pos-14-0 pos-15-0), layer: 0
(x-succ pos-15-0 pos-16-0), layer: 0
(x-succ pos-16-0 pos-17-0), layer: 0
(x-succ pos-17-0 pos-18-0), layer: 0
(x-succ pos-18-0 pos-19-0), layer: 0
(x-succ pos-19-0 pos-20-0), layer: 0
(x-succ pos-20-0 pos-21-0), layer: 0
(x-succ pos-0-1 pos-1-1), layer: 0
(x-succ pos-1-1 pos-2-1), layer: 0
(x-succ pos-2-1 pos-3-1), layer: 0
(x-succ pos-3-1 pos-4-1), layer: 0
(x-succ pos-4-1 pos-5-1), layer: 0
(x-succ pos-5-1 pos-6-1), layer: 0
(x-succ pos-6-1 pos-7-1), layer: 0
(x-succ pos-7-1 pos-8-1), layer: 0
(x-succ pos-8-1 pos-9-1), layer: 0
(x-succ pos-9-1 pos-10-1), layer: 0
(x-succ pos-10-1 pos-11-1), layer: 0
(x-succ pos-11-1 pos-12-1), layer: 0
(x-succ pos-12-1 pos-13-1), layer: 0
(x-succ pos-13-1 pos-14-1), layer: 0
(x-succ pos-14-1 pos-15-1), layer: 0
(x-succ pos-15-1 pos-16-1), layer: 0
(x-succ pos-16-1 pos-17-1), layer: 0
(x-succ pos-17-1 pos-18-1), layer: 0
(x-succ pos-18-1 pos-19-1), layer: 0
(x-succ pos-19-1 pos-20-1), layer: 0
(x-succ pos-20-1 pos-21-1), layer: 0
(x-succ pos-0-2 pos-1-2), layer: 0
(x-succ pos-1-2 pos-2-2), layer: 0
(x-succ pos-2-2 pos-3-2), layer: 0
(x-succ pos-3-2 pos-4-2), layer: 0
(x-succ pos-4-2 pos-5-2), layer: 0
(x-succ pos-5-2 pos-6-2), layer: 0
(x-succ pos-6-2 pos-7-2), layer: 0
(x-succ pos-7-2 pos-8-2), layer: 0
(x-succ pos-8-2 pos-9-2), layer: 0
(x-succ pos-9-2 pos-10-2), layer: 0
(x-succ pos-10-2 pos-11-2), layer: 0
(x-succ pos-11-2 pos-12-2), layer: 0
(x-succ pos-12-2 pos-13-2), layer: 0
(x-succ pos-13-2 pos-14-2), layer: 0
(x-succ pos-14-2 pos-15-2), layer: 0
(x-succ pos-15-2 pos-16-2), layer: 0
(x-succ pos-16-2 pos-17-2), layer: 0
(x-succ pos-17-2 pos-18-2), layer: 0
(x-succ pos-18-2 pos-19-2), layer: 0
(x-succ pos-19-2 pos-20-2), layer: 0
(x-succ pos-20-2 pos-21-2), layer: 0
(x-succ pos-0-3 pos-1-3), layer: 0
(x-succ pos-1-3 pos-2-3), layer: 0
(x-succ pos-2-3 pos-3-3), layer: 0
(x-succ pos-3-3 pos-4-3), layer: 0
(x-succ pos-4-3 pos-5-3), layer: 0
(x-succ pos-5-3 pos-6-3), layer: 0
(x-succ pos-6-3 pos-7-3), layer: 0
(x-succ pos-7-3 pos-8-3), layer: 0
(x-succ pos-8-3 pos-9-3), layer: 0
(x-succ pos-9-3 pos-10-3), layer: 0
(x-succ pos-10-3 pos-11-3), layer: 0
(x-succ pos-11-3 pos-12-3), layer: 0
(x-succ pos-12-3 pos-13-3), layer: 0
(x-succ pos-13-3 pos-14-3), layer: 0
(x-succ pos-14-3 pos-15-3), layer: 0
(x-succ pos-15-3 pos-16-3), layer: 0
(x-succ pos-16-3 pos-17-3), layer: 0
(x-succ pos-17-3 pos-18-3), layer: 0
(x-succ pos-18-3 pos-19-3), layer: 0
(x-succ pos-19-3 pos-20-3), layer: 0
(x-succ pos-20-3 pos-21-3), layer: 0
(x-succ pos-0-4 pos-1-4), layer: 0
(x-succ pos-1-4 pos-2-4), layer: 0
(x-succ pos-2-4 pos-3-4), layer: 0
(x-succ pos-3-4 pos-4-4), layer: 0
(x-succ pos-4-4 pos-5-4), layer: 0
(x-succ pos-5-4 pos-6-4), layer: 0
(x-succ pos-6-4 pos-7-4), layer: 0
(x-succ pos-7-4 pos-8-4), layer: 0
(x-succ pos-8-4 pos-9-4), layer: 0
(x-succ pos-9-4 pos-10-4), layer: 0
(x-succ pos-10-4 pos-11-4), layer: 0
(x-succ pos-11-4 pos-12-4), layer: 0
(x-succ pos-12-4 pos-13-4), layer: 0
(x-succ pos-13-4 pos-14-4), layer: 0
(x-succ pos-14-4 pos-15-4), layer: 0
(x-succ pos-15-4 pos-16-4), layer: 0
(x-succ pos-16-4 pos-17-4), layer: 0
(x-succ pos-17-4 pos-18-4), layer: 0
(x-succ pos-18-4 pos-19-4), layer: 0
(x-succ pos-19-4 pos-20-4), layer: 0
(x-succ pos-20-4 pos-21-4), layer: 0
(x-succ pos-0-5 pos-1-5), layer: 0
(x-succ pos-1-5 pos-2-5), layer: 0
(x-succ pos-2-5 pos-3-5), layer: 0
(x-succ pos-3-5 pos-4-5), layer: 0
(x-succ pos-4-5 pos-5-5), layer: 0
(x-succ pos-5-5 pos-6-5), layer: 0
(x-succ pos-6-5 pos-7-5), layer: 0
(x-succ pos-7-5 pos-8-5), layer: 0
(x-succ pos-8-5 pos-9-5), layer: 0
(x-succ pos-9-5 pos-10-5), layer: 0
(x-succ pos-10-5 pos-11-5), layer: 0
(x-succ pos-11-5 pos-12-5), layer: 0
(x-succ pos-12-5 pos-13-5), layer: 0
(x-succ pos-13-5 pos-14-5), layer: 0
(x-succ pos-14-5 pos-15-5), layer: 0
(x-succ pos-15-5 pos-16-5), layer: 0
(x-succ pos-16-5 pos-17-5), layer: 0
(x-succ pos-17-5 pos-18-5), layer: 0
(x-succ pos-18-5 pos-19-5), layer: 0
(x-succ pos-19-5 pos-20-5), layer: 0
(x-succ pos-20-5 pos-21-5), layer: 0
(x-succ pos-0-6 pos-1-6), layer: 0
(x-succ pos-1-6 pos-2-6), layer: 0
(x-succ pos-2-6 pos-3-6), layer: 0
(x-succ pos-3-6 pos-4-6), layer: 0
(x-succ pos-4-6 pos-5-6), layer: 0
(x-succ pos-5-6 pos-6-6), layer: 0
(x-succ pos-6-6 pos-7-6), layer: 0
(x-succ pos-7-6 pos-8-6), layer: 0
(x-succ pos-8-6 pos-9-6), layer: 0
(x-succ pos-9-6 pos-10-6), layer: 0
(x-succ pos-10-6 pos-11-6), layer: 0
(x-succ pos-11-6 pos-12-6), layer: 0
(x-succ pos-12-6 pos-13-6), layer: 0
(x-succ pos-13-6 pos-14-6), layer: 0
(x-succ pos-14-6 pos-15-6), layer: 0
(x-succ pos-15-6 pos-16-6), layer: 0
(x-succ pos-16-6 pos-17-6), layer: 0
(x-succ pos-17-6 pos-18-6), layer: 0
(x-succ pos-18-6 pos-19-6), layer: 0
(x-succ pos-19-6 pos-20-6), layer: 0
(x-succ pos-20-6 pos-21-6), layer: 0
(x-succ pos-0-7 pos-1-7), layer: 0
(x-succ pos-1-7 pos-2-7), layer: 0
(x-succ pos-2-7 pos-3-7), layer: 0
(x-succ pos-3-7 pos-4-7), layer: 0
(x-succ pos-4-7 pos-5-7), layer: 0
(x-succ pos-5-7 pos-6-7), layer: 0
(x-succ pos-6-7 pos-7-7), layer: 0
(x-succ pos-7-7 pos-8-7), layer: 0
(x-succ pos-8-7 pos-9-7), layer: 0
(x-succ pos-9-7 pos-10-7), layer: 0
(x-succ pos-10-7 pos-11-7), layer: 0
(x-succ pos-11-7 pos-12-7), layer: 0
(x-succ pos-12-7 pos-13-7), layer: 0
(x-succ pos-13-7 pos-14-7), layer: 0
(x-succ pos-14-7 pos-15-7), layer: 0
(x-succ pos-15-7 pos-16-7), layer: 0
(x-succ pos-16-7 pos-17-7), layer: 0
(x-succ pos-17-7 pos-18-7), layer: 0
(x-succ pos-18-7 pos-19-7), layer: 0
(x-succ pos-19-7 pos-20-7), layer: 0
(x-succ pos-20-7 pos-21-7), layer: 0
(x-succ pos-0-8 pos-1-8), layer: 0
(x-succ pos-1-8 pos-2-8), layer: 0
(x-succ pos-2-8 pos-3-8), layer: 0
(x-succ pos-3-8 pos-4-8), layer: 0
(x-succ pos-4-8 pos-5-8), layer: 0
(x-succ pos-5-8 pos-6-8), layer: 0
(x-succ pos-6-8 pos-7-8), layer: 0
(x-succ pos-7-8 pos-8-8), layer: 0
(x-succ pos-8-8 pos-9-8), layer: 0
(x-succ pos-9-8 pos-10-8), layer: 0
(x-succ pos-10-8 pos-11-8), layer: 0
(x-succ pos-11-8 pos-12-8), layer: 0
(x-succ pos-12-8 pos-13-8), layer: 0
(x-succ pos-13-8 pos-14-8), layer: 0
(x-succ pos-14-8 pos-15-8), layer: 0
(x-succ pos-15-8 pos-16-8), layer: 0
(x-succ pos-16-8 pos-17-8), layer: 0
(x-succ pos-17-8 pos-18-8), layer: 0
(x-succ pos-18-8 pos-19-8), layer: 0
(x-succ pos-19-8 pos-20-8), layer: 0
(x-succ pos-20-8 pos-21-8), layer: 0
(x-succ pos-0-9 pos-1-9), layer: 0
(x-succ pos-1-9 pos-2-9), layer: 0
(x-succ pos-2-9 pos-3-9), layer: 0
(x-succ pos-3-9 pos-4-9), layer: 0
(x-succ pos-4-9 pos-5-9), layer: 0
(x-succ pos-5-9 pos-6-9), layer: 0
(x-succ pos-6-9 pos-7-9), layer: 0
(x-succ pos-7-9 pos-8-9), layer: 0
(x-succ pos-8-9 pos-9-9), layer: 0
(x-succ pos-9-9 pos-10-9), layer: 0
(x-succ pos-10-9 pos-11-9), layer: 0
(x-succ pos-11-9 pos-12-9), layer: 0
(x-succ pos-12-9 pos-13-9), layer: 0
(x-succ pos-13-9 pos-14-9), layer: 0
(x-succ pos-14-9 pos-15-9), layer: 0
(x-succ pos-15-9 pos-16-9), layer: 0
(x-succ pos-16-9 pos-17-9), layer: 0
(x-succ pos-17-9 pos-18-9), layer: 0
(x-succ pos-18-9 pos-19-9), layer: 0
(x-succ pos-19-9 pos-20-9), layer: 0
(x-succ pos-20-9 pos-21-9), layer: 0
(x-succ pos-0-10 pos-1-10), layer: 0
(x-succ pos-1-10 pos-2-10), layer: 0
(x-succ pos-2-10 pos-3-10), layer: 0
(x-succ pos-3-10 pos-4-10), layer: 0
(x-succ pos-4-10 pos-5-10), layer: 0
(x-succ pos-5-10 pos-6-10), layer: 0
(x-succ pos-6-10 pos-7-10), layer: 0
(x-succ pos-7-10 pos-8-10), layer: 0
(x-succ pos-8-10 pos-9-10), layer: 0
(x-succ pos-9-10 pos-10-10), layer: 0
(x-succ pos-10-10 pos-11-10), layer: 0
(x-succ pos-11-10 pos-12-10), layer: 0
(x-succ pos-12-10 pos-13-10), layer: 0
(x-succ pos-13-10 pos-14-10), layer: 0
(x-succ pos-14-10 pos-15-10), layer: 0
(x-succ pos-15-10 pos-16-10), layer: 0
(x-succ pos-16-10 pos-17-10), layer: 0
(x-succ pos-17-10 pos-18-10), layer: 0
(x-succ pos-18-10 pos-19-10), layer: 0
(x-succ pos-19-10 pos-20-10), layer: 0
(x-succ pos-20-10 pos-21-10), layer: 0
(x-succ pos-0-11 pos-1-11), layer: 0
(x-succ pos-1-11 pos-2-11), layer: 0
(x-succ pos-2-11 pos-3-11), layer: 0
(x-succ pos-3-11 pos-4-11), layer: 0
(x-succ pos-4-11 pos-5-11), layer: 0
(x-succ pos-5-11 pos-6-11), layer: 0
(x-succ pos-6-11 pos-7-11), layer: 0
(x-succ pos-7-11 pos-8-11), layer: 0
(x-succ pos-8-11 pos-9-11), layer: 0
(x-succ pos-9-11 pos-10-11), layer: 0
(x-succ pos-10-11 pos-11-11), layer: 0
(x-succ pos-11-11 pos-12-11), layer: 0
(x-succ pos-12-11 pos-13-11), layer: 0
(x-succ pos-13-11 pos-14-11), layer: 0
(x-succ pos-14-11 pos-15-11), layer: 0
(x-succ pos-15-11 pos-16-11), layer: 0
(x-succ pos-16-11 pos-17-11), layer: 0
(x-succ pos-17-11 pos-18-11), layer: 0
(x-succ pos-18-11 pos-19-11), layer: 0
(x-succ pos-19-11 pos-20-11), layer: 0
(x-succ pos-20-11 pos-21-11), layer: 0
(x-succ pos-0-12 pos-1-12), layer: 0
(x-succ pos-1-12 pos-2-12), layer: 0
(x-succ pos-2-12 pos-3-12), layer: 0
(x-succ pos-3-12 pos-4-12), layer: 0
(x-succ pos-4-12 pos-5-12), layer: 0
(x-succ pos-5-12 pos-6-12), layer: 0
(x-succ pos-6-12 pos-7-12), layer: 0
(x-succ pos-7-12 pos-8-12), layer: 0
(x-succ pos-8-12 pos-9-12), layer: 0
(x-succ pos-9-12 pos-10-12), layer: 0
