(at_soil_sample waypoint0), layer: 0
(at rover7 waypoint19), layer: 2
(at rover7 waypoint7), layer: 2
(at rover7 waypoint17), layer: 2
(at rover7 waypoint18), layer: 2
(at rover7 waypoint11), layer: 2
(at rover7 waypoint15), layer: 2
(at rover7 waypoint3), layer: 2
(at rover7 waypoint24), layer: 2
(have_soil_analysis rover0 waypoint11), layer: 2
(full rover3store), layer: 2
(have_soil_analysis rover3 waypoint1), layer: 2
(have_soil_analysis rover3 waypoint13), layer: 2
(have_soil_analysis rover3 waypoint18), layer: 2
(have_soil_analysis rover3 waypoint20), layer: 2
(full rover6store), layer: 2
(have_soil_analysis rover6 waypoint1), layer: 2
(have_soil_analysis rover6 waypoint8), layer: 2
(have_soil_analysis rover6 waypoint13), layer: 2
(have_soil_analysis rover6 waypoint20), layer: 2
(full rover2store), layer: 2
(have_rock_analysis rover2 waypoint18), layer: 2
(have_rock_analysis rover3 waypoint12), layer: 2
(have_rock_analysis rover3 waypoint18), layer: 2
(have_rock_analysis rover4 waypoint7), layer: 2
(have_rock_analysis rover4 waypoint10), layer: 2
(have_rock_analysis rover4 waypoint22), layer: 2
(have_rock_analysis rover7 waypoint10), layer: 2
(calibrated camera1 rover1), layer: 2
(have_image rover4 objective0 colour), layer: 2
(have_image rover4 objective1 colour), layer: 2
(have_image rover4 objective2 colour), layer: 2
(have_image rover4 objective3 colour), layer: 2
(have_image rover4 objective4 colour), layer: 2
(have_image rover4 objective5 colour), layer: 2
(have_image rover4 objective6 colour), layer: 2
(have_image rover4 objective7 colour), layer: 2
(have_image rover4 objective0 high_res), layer: 2
(have_image rover4 objective1 high_res), layer: 2
(have_image rover4 objective2 high_res), layer: 2
(have_image rover4 objective3 high_res), layer: 2
(have_image rover4 objective4 high_res), layer: 2
(have_image rover4 objective5 high_res), layer: 2
(have_image rover4 objective6 high_res), layer: 2
(have_image rover4 objective7 high_res), layer: 2
(have_image rover4 objective0 low_res), layer: 2
(have_image rover4 objective1 low_res), layer: 2
(have_image rover4 objective2 low_res), layer: 2
(have_image rover4 objective3 low_res), layer: 2
(have_image rover4 objective4 low_res), layer: 2
(have_image rover4 objective5 low_res), layer: 2
(have_image rover4 objective6 low_res), layer: 2
(have_image rover4 objective7 low_res), layer: 2
(have_image rover2 objective0 high_res), layer: 2
(have_image rover2 objective1 high_res), layer: 2
(have_image rover2 objective2 high_res), layer: 2
(have_image rover2 objective3 high_res), layer: 2
(have_image rover2 objective4 high_res), layer: 2
(have_image rover2 objective5 high_res), layer: 2
(have_image rover2 objective6 high_res), layer: 2
(have_image rover2 objective7 high_res), layer: 2
(have_image rover2 objective0 low_res), layer: 2
(have_image rover2 objective1 low_res), layer: 2
(have_image rover2 objective2 low_res), layer: 2
(have_image rover2 objective3 low_res), layer: 2
(have_image rover2 objective4 low_res), layer: 2
(have_image rover2 objective5 low_res), layer: 2
(have_image rover2 objective6 low_res), layer: 2
(have_image rover2 objective7 low_res), layer: 2
(have_image rover1 objective0 colour), layer: 2
(have_image rover1 objective1 colour), layer: 2
(have_image rover1 objective2 colour), layer: 2
(have_image rover1 objective3 colour), layer: 2
(have_image rover1 objective4 colour), layer: 2
(have_image rover1 objective5 colour), layer: 2
(have_image rover1 objective6 colour), layer: 2
(have_image rover1 objective7 colour), layer: 2
(have_image rover1 objective0 high_res), layer: 2
(have_image rover1 objective1 high_res), layer: 2
(have_image rover1 objective2 high_res), layer: 2
(have_image rover1 objective3 high_res), layer: 2
(have_image rover1 objective4 high_res), layer: 2
(have_image rover1 objective5 high_res), layer: 2
(have_image rover1 objective6 high_res), layer: 2
(have_image rover1 objective7 high_res), layer: 2
(have_image rover5 objective0 high_res), layer: 2
(have_image rover5 objective2 high_res), layer: 2
(have_image rover5 objective3 high_res), layer: 2
(have_image rover5 objective4 high_res), layer: 2
(have_image rover5 objective5 high_res), layer: 2
(have_image rover5 objective6 high_res), layer: 2
(have_image rover5 objective7 high_res), layer: 2
(have_image rover6 objective0 colour), layer: 2
(have_image rover6 objective1 colour), layer: 2
(have_image rover6 objective2 colour), layer: 2
(have_image rover6 objective3 colour), layer: 2
(have_image rover6 objective4 colour), layer: 2
(have_image rover6 objective5 colour), layer: 2
(have_image rover6 objective6 colour), layer: 2
(have_image rover6 objective7 colour), layer: 2
(have_image rover6 objective0 high_res), layer: 2
(have_image rover6 objective1 high_res), layer: 2
(have_image rover6 objective2 high_res), layer: 2
(have_image rover6 objective3 high_res), layer: 2
(have_image rover6 objective4 high_res), layer: 2
(have_image rover6 objective5 high_res), layer: 2
(have_image rover6 objective6 high_res), layer: 2
(have_image rover6 objective7 high_res), layer: 2
(have_image rover6 objective0 low_res), layer: 2
(have_image rover6 objective1 low_res), layer: 2
(have_image rover6 objective2 low_res), layer: 2
(have_image rover6 objective3 low_res), layer: 2
(have_image rover6 objective4 low_res), layer: 2
(have_image rover6 objective5 low_res), layer: 2
(have_image rover6 objective6 low_res), layer: 2
(have_image rover6 objective7 low_res), layer: 2
(communicated_rock_data waypoint16), layer: 2
(visible waypoint0 waypoint5), layer: 0
(visible waypoint5 waypoint0), layer: 0
(visible waypoint0 waypoint15), layer: 0
(visible waypoint15 waypoint0), layer: 0
(visible waypoint0 waypoint23), layer: 0
(visible waypoint23 waypoint0), layer: 0
(visible waypoint1 waypoint23), layer: 0
(visible waypoint23 waypoint1), layer: 0
(visible waypoint2 waypoint1), layer: 0
(visible waypoint1 waypoint2), layer: 0
(visible waypoint2 waypoint5), layer: 0
(visible waypoint5 waypoint2), layer: 0
(visible waypoint2 waypoint6), layer: 0
(visible waypoint6 waypoint2), layer: 0
(visible waypoint2 waypoint14), layer: 0
(visible waypoint14 waypoint2), layer: 0
(visible waypoint2 waypoint16), layer: 0
(visible waypoint16 waypoint2), layer: 0
(visible waypoint2 waypoint23), layer: 0
(visible waypoint23 waypoint2), layer: 0
(visible waypoint3 waypoint1), layer: 0
(visible waypoint1 waypoint3), layer: 0
(visible waypoint3 waypoint13), layer: 0
(visible waypoint13 waypoint3), layer: 0
(visible waypoint3 waypoint15), layer: 0
(visible waypoint15 waypoint3), layer: 0
(visible waypoint3 waypoint18), layer: 0
(visible waypoint18 waypoint3), layer: 0
(visible waypoint3 waypoint20), layer: 0
(visible waypoint20 waypoint3), layer: 0
(visible waypoint4 waypoint1), layer: 0
(visible waypoint1 waypoint4), layer: 0
(visible waypoint4 waypoint6), layer: 0
(visible waypoint6 waypoint4), layer: 0
(visible waypoint4 waypoint13), layer: 0
(visible waypoint13 waypoint4), layer: 0
(visible waypoint4 waypoint16), layer: 0
(visible waypoint16 waypoint4), layer: 0
(visible waypoint4 waypoint19), layer: 0
(visible waypoint19 waypoint4), layer: 0
(visible waypoint4 waypoint20), layer: 0
(visible waypoint20 waypoint4), layer: 0
(visible waypoint5 waypoint1), layer: 0
(visible waypoint1 waypoint5), layer: 0
(visible waypoint5 waypoint4), layer: 0
(visible waypoint4 waypoint5), layer: 0
(visible waypoint5 waypoint8), layer: 0
(visible waypoint8 waypoint5), layer: 0
(visible waypoint5 waypoint16), layer: 0
(visible waypoint16 waypoint5), layer: 0
(visible waypoint6 waypoint5), layer: 0
(visible waypoint5 waypoint6), layer: 0
(visible waypoint6 waypoint8), layer: 0
(visible waypoint8 waypoint6), layer: 0
(visible waypoint6 waypoint9), layer: 0
(visible waypoint9 waypoint6), layer: 0
(visible waypoint6 waypoint11), layer: 0
(visible waypoint11 waypoint6), layer: 0
(visible waypoint6 waypoint21), layer: 0
(visible waypoint21 waypoint6), layer: 0
(visible waypoint7 waypoint0), layer: 0
(visible waypoint0 waypoint7), layer: 0
(visible waypoint7 waypoint4), layer: 0
(visible waypoint4 waypoint7), layer: 0
(visible waypoint7 waypoint8), layer: 0
(visible waypoint8 waypoint7), layer: 0
(visible waypoint7 waypoint16), layer: 0
(visible waypoint16 waypoint7), layer: 0
(visible waypoint7 waypoint17), layer: 0
(visible waypoint17 waypoint7), layer: 0
(visible waypoint8 waypoint4), layer: 0
(visible waypoint4 waypoint8), layer: 0
(visible waypoint8 waypoint16), layer: 0
(visible waypoint16 waypoint8), layer: 0
(visible waypoint8 waypoint17), layer: 0
(visible waypoint17 waypoint8), layer: 0
(visible waypoint9 waypoint2), layer: 0
(visible waypoint2 waypoint9), layer: 0
(visible waypoint9 waypoint5), layer: 0
(visible waypoint5 waypoint9), layer: 0
(visible waypoint9 waypoint7), layer: 0
(visible waypoint7 waypoint9), layer: 0
(visible waypoint9 waypoint14), layer: 0
(visible waypoint14 waypoint9), layer: 0
(visible waypoint9 waypoint17), layer: 0
(visible waypoint17 waypoint9), layer: 0
(visible waypoint10 waypoint11), layer: 0
(visible waypoint11 waypoint10), layer: 0
(visible waypoint10 waypoint15), layer: 0
(visible waypoint15 waypoint10), layer: 0
(visible waypoint11 waypoint8), layer: 0
(visible waypoint8 waypoint11), layer: 0
(visible waypoint11 waypoint19), layer: 0
(visible waypoint19 waypoint11), layer: 0
(visible waypoint12 waypoint3), layer: 0
(visible waypoint3 waypoint12), layer: 0
(visible waypoint12 waypoint6), layer: 0
(visible waypoint6 waypoint12), layer: 0
(visible waypoint12 waypoint11), layer: 0
(visible waypoint11 waypoint12), layer: 0
(visible waypoint12 waypoint13), layer: 0
(visible waypoint13 waypoint12), layer: 0
(visible waypoint12 waypoint19), layer: 0
(visible waypoint19 waypoint12), layer: 0
(visible waypoint12 waypoint22), layer: 0
(visible waypoint22 waypoint12), layer: 0
(visible waypoint12 waypoint23), layer: 0
(visible waypoint23 waypoint12), layer: 0
(visible waypoint12 waypoint24), layer: 0
(visible waypoint24 waypoint12), layer: 0
(visible waypoint13 waypoint14), layer: 0
(visible waypoint14 waypoint13), layer: 0
(visible waypoint13 waypoint15), layer: 0
(visible waypoint15 waypoint13), layer: 0
(visible waypoint13 waypoint20), layer: 0
(visible waypoint20 waypoint13), layer: 0
(visible waypoint14 waypoint0), layer: 0
(visible waypoint0 waypoint14), layer: 0
(visible waypoint14 waypoint1), layer: 0
(visible waypoint1 waypoint14), layer: 0
(visible waypoint14 waypoint5), layer: 0
(visible waypoint5 waypoint14), layer: 0
(visible waypoint14 waypoint6), layer: 0
(visible waypoint6 waypoint14), layer: 0
(visible waypoint14 waypoint8), layer: 0
(visible waypoint8 waypoint14), layer: 0
(visible waypoint14 waypoint12), layer: 0
(visible waypoint12 waypoint14), layer: 0
(visible waypoint14 waypoint20), layer: 0
(visible waypoint20 waypoint14), layer: 0
(visible waypoint15 waypoint1), layer: 0
(visible waypoint1 waypoint15), layer: 0
(visible waypoint15 waypoint6), layer: 0
(visible waypoint6 waypoint15), layer: 0
(visible waypoint15 waypoint12), layer: 0
(visible waypoint12 waypoint15), layer: 0
(visible waypoint15 waypoint16), layer: 0
(visible waypoint16 waypoint15), layer: 0
(visible waypoint16 waypoint10), layer: 0
(visible waypoint10 waypoint16), layer: 0
(visible waypoint16 waypoint20), layer: 0
(visible waypoint20 waypoint16), layer: 0
(visible waypoint17 waypoint11), layer: 0
(visible waypoint11 waypoint17), layer: 0
(visible waypoint17 waypoint14), layer: 0
(visible waypoint14 waypoint17), layer: 0
(visible waypoint17 waypoint15), layer: 0
(visible waypoint15 waypoint17), layer: 0
(visible waypoint17 waypoint18), layer: 0
(visible waypoint18 waypoint17), layer: 0
(visible waypoint17 waypoint20), layer: 0
(visible waypoint20 waypoint17), layer: 0
(visible waypoint18 waypoint0), layer: 0
(visible waypoint0 waypoint18), layer: 0
(visible waypoint18 waypoint1), layer: 0
(visible waypoint1 waypoint18), layer: 0
(visible waypoint18 waypoint6), layer: 0
(visible waypoint6 waypoint18), layer: 0
(visible waypoint18 waypoint8), layer: 0
(visible waypoint8 waypoint18), layer: 0
(visible waypoint18 waypoint9), layer: 0
(visible waypoint9 waypoint18), layer: 0
(visible waypoint18 waypoint10), layer: 0
(visible waypoint10 waypoint18), layer: 0
(visible waypoint19 waypoint6), layer: 0
(visible waypoint6 waypoint19), layer: 0
(visible waypoint19 waypoint21), layer: 0
(visible waypoint21 waypoint19), layer: 0
(visible waypoint20 waypoint19), layer: 0
(visible waypoint19 waypoint20), layer: 0
(visible waypoint21 waypoint4), layer: 0
(visible waypoint4 waypoint21), layer: 0
(visible waypoint21 waypoint5), layer: 0
(visible waypoint5 waypoint21), layer: 0
(visible waypoint21 waypoint8), layer: 0
(visible waypoint8 waypoint21), layer: 0
(visible waypoint21 waypoint11), layer: 0
(visible waypoint11 waypoint21), layer: 0
(visible waypoint21 waypoint13), layer: 0
(visible waypoint13 waypoint21), layer: 0
(visible waypoint21 waypoint17), layer: 0
(visible waypoint17 waypoint21), layer: 0
(visible waypoint21 waypoint18), layer: 0
(visible waypoint18 waypoint21), layer: 0
(visible waypoint22 waypoint11), layer: 0
(visible waypoint11 waypoint22), layer: 0
(visible waypoint22 waypoint16), layer: 0
(visible waypoint16 waypoint22), layer: 0
(visible waypoint22 waypoint21), layer: 0
(visible waypoint21 waypoint22), layer: 0
(visible waypoint23 waypoint10), layer: 0
(visible waypoint10 waypoint23), layer: 0
(visible waypoint23 waypoint18), layer: 0
(visible waypoint18 waypoint23), layer: 0
(visible waypoint23 waypoint20), layer: 0
(visible waypoint20 waypoint23), layer: 0
(visible waypoint24 waypoint5), layer: 0
(visible waypoint5 waypoint24), layer: 0
(visible waypoint24 waypoint7), layer: 0
(visible waypoint7 waypoint24), layer: 0
(visible waypoint24 waypoint18), layer: 0
(visible waypoint18 waypoint24), layer: 0
(visible waypoint24 waypoint20), layer: 0
(visible waypoint20 waypoint24), layer: 0
(visible waypoint24 waypoint23), layer: 0
(visible waypoint23 waypoint24), layer: 0
(at_lander general waypoint1), layer: 0
(store_of rover0store rover0), layer: 0
(equipped_for_soil_analysis rover0), layer: 0
(equipped_for_imaging rover0), layer: 0
(can_traverse rover0 waypoint22 waypoint11), layer: 0
(can_traverse rover0 waypoint11 waypoint22), layer: 0
(can_traverse rover0 waypoint22 waypoint12), layer: 0
(can_traverse rover0 waypoint12 waypoint22), layer: 0
(can_traverse rover0 waypoint22 waypoint21), layer: 0
(can_traverse rover0 waypoint21 waypoint22), layer: 0
(can_traverse rover0 waypoint11 waypoint6), layer: 0
(can_traverse rover0 waypoint6 waypoint11), layer: 0
(can_traverse rover0 waypoint11 waypoint8), layer: 0
(can_traverse rover0 waypoint8 waypoint11), layer: 0
(can_traverse rover0 waypoint11 waypoint10), layer: 0
(can_traverse rover0 waypoint10 waypoint11), layer: 0
(can_traverse rover0 waypoint11 waypoint17), layer: 0
(can_traverse rover0 waypoint17 waypoint11), layer: 0
(can_traverse rover0 waypoint11 waypoint19), layer: 0
(can_traverse rover0 waypoint19 waypoint11), layer: 0
(can_traverse rover0 waypoint12 waypoint13), layer: 0
(can_traverse rover0 waypoint13 waypoint12), layer: 0
(can_traverse rover0 waypoint12 waypoint15), layer: 0
(can_traverse rover0 waypoint15 waypoint12), layer: 0
(can_traverse rover0 waypoint12 waypoint24), layer: 0
(can_traverse rover0 waypoint24 waypoint12), layer: 0
(can_traverse rover0 waypoint21 waypoint4), layer: 0
(can_traverse rover0 waypoint4 waypoint21), layer: 0
(can_traverse rover0 waypoint21 waypoint5), layer: 0
(can_traverse rover0 waypoint5 waypoint21), layer: 0
(can_traverse rover0 waypoint21 waypoint18), layer: 0
(can_traverse rover0 waypoint18 waypoint21), layer: 0
(can_traverse rover0 waypoint6 waypoint2), layer: 0
(can_traverse rover0 waypoint2 waypoint6), layer: 0
(can_traverse rover0 waypoint6 waypoint9), layer: 0
(can_traverse rover0 waypoint9 waypoint6), layer: 0
(can_traverse rover0 waypoint6 waypoint14), layer: 0
(can_traverse rover0 waypoint14 waypoint6), layer: 0
(can_traverse rover0 waypoint8 waypoint7), layer: 0
(can_traverse rover0 waypoint7 waypoint8), layer: 0
(can_traverse rover0 waypoint17 waypoint20), layer: 0
(can_traverse rover0 waypoint20 waypoint17), layer: 0
(can_traverse rover0 waypoint13 waypoint3), layer: 0
(can_traverse rover0 waypoint3 waypoint13), layer: 0
(can_traverse rover0 waypoint15 waypoint1), layer: 0
(can_traverse rover0 waypoint1 waypoint15), layer: 0
(can_traverse rover0 waypoint15 waypoint16), layer: 0
(can_traverse rover0 waypoint16 waypoint15), layer: 0
(can_traverse rover0 waypoint24 waypoint23), layer: 0
(can_traverse rover0 waypoint23 waypoint24), layer: 0
(can_traverse rover0 waypoint5 waypoint0), layer: 0
(can_traverse rover0 waypoint0 waypoint5), layer: 0
(store_of rover1store rover1), layer: 0
(equipped_for_imaging rover1), layer: 0
(can_traverse rover1 waypoint4 waypoint1), layer: 0
(can_traverse rover1 waypoint1 waypoint4), layer: 0
(can_traverse rover1 waypoint4 waypoint5), layer: 0
(can_traverse rover1 waypoint5 waypoint4), layer: 0
(can_traverse rover1 waypoint4 waypoint6), layer: 0
(can_traverse rover1 waypoint6 waypoint4), layer: 0
(can_traverse rover1 waypoint4 waypoint13), layer: 0
(can_traverse rover1 waypoint13 waypoint4), layer: 0
(can_traverse rover1 waypoint4 waypoint16), layer: 0
(can_traverse rover1 waypoint16 waypoint4), layer: 0
(can_traverse rover1 waypoint4 waypoint19), layer: 0
(can_traverse rover1 waypoint19 waypoint4), layer: 0
(can_traverse rover1 waypoint4 waypoint20), layer: 0
(can_traverse rover1 waypoint20 waypoint4), layer: 0
(can_traverse rover1 waypoint4 waypoint21), layer: 0
(can_traverse rover1 waypoint21 waypoint4), layer: 0
(can_traverse rover1 waypoint1 waypoint14), layer: 0
(can_traverse rover1 waypoint14 waypoint1), layer: 0
(can_traverse rover1 waypoint1 waypoint15), layer: 0
(can_traverse rover1 waypoint15 waypoint1), layer: 0
(can_traverse rover1 waypoint1 waypoint18), layer: 0
(can_traverse rover1 waypoint18 waypoint1), layer: 0
(can_traverse rover1 waypoint5 waypoint0), layer: 0
(can_traverse rover1 waypoint0 waypoint5), layer: 0
(can_traverse rover1 waypoint5 waypoint2), layer: 0
(can_traverse rover1 waypoint2 waypoint5), layer: 0
(can_traverse rover1 waypoint5 waypoint8), layer: 0
(can_traverse rover1 waypoint8 waypoint5), layer: 0
(can_traverse rover1 waypoint5 waypoint9), layer: 0
(can_traverse rover1 waypoint9 waypoint5), layer: 0
(can_traverse rover1 waypoint5 waypoint24), layer: 0
(can_traverse rover1 waypoint24 waypoint5), layer: 0
(can_traverse rover1 waypoint6 waypoint11), layer: 0
(can_traverse rover1 waypoint11 waypoint6), layer: 0
(can_traverse rover1 waypoint6 waypoint12), layer: 0
(can_traverse rover1 waypoint12 waypoint6), layer: 0
(can_traverse rover1 waypoint13 waypoint3), layer: 0
(can_traverse rover1 waypoint3 waypoint13), layer: 0
(can_traverse rover1 waypoint16 waypoint22), layer: 0
(can_traverse rover1 waypoint22 waypoint16), layer: 0
(can_traverse rover1 waypoint20 waypoint17), layer: 0
(can_traverse rover1 waypoint17 waypoint20), layer: 0
(can_traverse rover1 waypoint18 waypoint10), layer: 0
(can_traverse rover1 waypoint10 waypoint18), layer: 0
(can_traverse rover1 waypoint18 waypoint23), layer: 0
(can_traverse rover1 waypoint23 waypoint18), layer: 0
(can_traverse rover1 waypoint0 waypoint7), layer: 0
(can_traverse rover1 waypoint7 waypoint0), layer: 0
(store_of rover2store rover2), layer: 0
(equipped_for_rock_analysis rover2), layer: 0
(equipped_for_imaging rover2), layer: 0
(can_traverse rover2 waypoint3 waypoint1), layer: 0
(can_traverse rover2 waypoint1 waypoint3), layer: 0
(can_traverse rover2 waypoint3 waypoint13), layer: 0
(can_traverse rover2 waypoint13 waypoint3), layer: 0
(can_traverse rover2 waypoint3 waypoint18), layer: 0
(can_traverse rover2 waypoint18 waypoint3), layer: 0
(can_traverse rover2 waypoint3 waypoint20), layer: 0
(can_traverse rover2 waypoint20 waypoint3), layer: 0
(can_traverse rover2 waypoint1 waypoint2), layer: 0
(can_traverse rover2 waypoint2 waypoint1), layer: 0
(can_traverse rover2 waypoint1 waypoint5), layer: 0
(can_traverse rover2 waypoint5 waypoint1), layer: 0
(can_traverse rover2 waypoint1 waypoint14), layer: 0
(can_traverse rover2 waypoint14 waypoint1), layer: 0
(can_traverse rover2 waypoint1 waypoint15), layer: 0
(can_traverse rover2 waypoint15 waypoint1), layer: 0
(can_traverse rover2 waypoint13 waypoint4), layer: 0
(can_traverse rover2 waypoint4 waypoint13), layer: 0
(can_traverse rover2 waypoint13 waypoint21), layer: 0
(can_traverse rover2 waypoint21 waypoint13), layer: 0
