(at-curb car_07), layer: 0
(behind-car car_04 car_13), layer: 1
(car-clear car_15), layer: 1
(behind-car car_10 car_08), layer: 1
(behind-car car_10 car_13), layer: 1
(car-clear car_06), layer: 1
(behind-car car_20 car_08), layer: 1
(behind-car car_20 car_13), layer: 1
(car-clear car_21), layer: 1
(behind-car car_02 car_08), layer: 1
(behind-car car_02 car_13), layer: 1
(at-curb-num car_08 curb_11), layer: 2
(at-curb-num car_13 curb_10), layer: 2
(curb-clear curb_00), layer: 2
(at-curb-num car_07 curb_10), layer: 2
(at-curb-num car_07 curb_11), layer: 2
(curb-clear curb_01), layer: 2
(at-curb-num car_12 curb_10), layer: 2
(at-curb-num car_12 curb_11), layer: 2
(curb-clear curb_02), layer: 2
(at-curb-num car_09 curb_10), layer: 2
(at-curb-num car_09 curb_11), layer: 2
(curb-clear curb_03), layer: 2
(at-curb-num car_14 curb_10), layer: 2
(at-curb-num car_14 curb_11), layer: 2
(curb-clear curb_04), layer: 2
(at-curb-num car_05 curb_10), layer: 2
(at-curb-num car_05 curb_11), layer: 2
(curb-clear curb_05), layer: 2
(at-curb-num car_00 curb_10), layer: 2
(at-curb-num car_00 curb_11), layer: 2
(curb-clear curb_06), layer: 2
(at-curb-num car_17 curb_10), layer: 2
(at-curb-num car_17 curb_11), layer: 2
(curb-clear curb_07), layer: 2
(at-curb-num car_15 curb_10), layer: 2
(at-curb-num car_15 curb_11), layer: 2
(curb-clear curb_08), layer: 2
(at-curb-num car_06 curb_10), layer: 2
(at-curb-num car_06 curb_11), layer: 2
(curb-clear curb_09), layer: 2
(at-curb-num car_21 curb_10), layer: 2
(at-curb-num car_21 curb_11), layer: 2
(behind-car car_08 car_07), layer: 2
(behind-car car_08 car_12), layer: 2
(behind-car car_08 car_09), layer: 2
(behind-car car_08 car_14), layer: 2
(behind-car car_08 car_05), layer: 2
(behind-car car_08 car_00), layer: 2
(behind-car car_08 car_17), layer: 2
(behind-car car_08 car_15), layer: 2
(behind-car car_08 car_06), layer: 2
(behind-car car_08 car_21), layer: 2
(behind-car car_13 car_07), layer: 2
(behind-car car_13 car_12), layer: 2
(behind-car car_13 car_09), layer: 2
(behind-car car_13 car_14), layer: 2
(behind-car car_13 car_05), layer: 2
(behind-car car_13 car_00), layer: 2
(behind-car car_13 car_17), layer: 2
(behind-car car_13 car_15), layer: 2
(behind-car car_13 car_06), layer: 2
(behind-car car_13 car_21), layer: 2
(behind-car car_07 car_08), layer: 2
(behind-car car_07 car_13), layer: 2
(behind-car car_07 car_07), layer: 2
(behind-car car_07 car_12), layer: 2
(behind-car car_07 car_09), layer: 2
(behind-car car_07 car_14), layer: 2
(behind-car car_07 car_05), layer: 2
(behind-car car_07 car_00), layer: 2
(behind-car car_07 car_17), layer: 2
(behind-car car_07 car_15), layer: 2
(behind-car car_07 car_06), layer: 2
(behind-car car_07 car_21), layer: 2
(behind-car car_12 car_08), layer: 2
(behind-car car_12 car_13), layer: 2
(behind-car car_12 car_07), layer: 2
(behind-car car_12 car_12), layer: 2
(behind-car car_12 car_09), layer: 2
(behind-car car_12 car_14), layer: 2
(behind-car car_12 car_05), layer: 2
(behind-car car_12 car_00), layer: 2
(behind-car car_12 car_17), layer: 2
(behind-car car_12 car_15), layer: 2
(behind-car car_12 car_06), layer: 2
(behind-car car_12 car_21), layer: 2
(behind-car car_09 car_08), layer: 2
(behind-car car_09 car_13), layer: 2
(behind-car car_09 car_07), layer: 2
(behind-car car_09 car_12), layer: 2
(behind-car car_09 car_09), layer: 2
(behind-car car_09 car_14), layer: 2
(behind-car car_09 car_05), layer: 2
(behind-car car_09 car_00), layer: 2
(behind-car car_09 car_17), layer: 2
(behind-car car_09 car_15), layer: 2
(behind-car car_09 car_06), layer: 2
(behind-car car_09 car_21), layer: 2
(behind-car car_14 car_08), layer: 2
(behind-car car_14 car_13), layer: 2
(behind-car car_14 car_07), layer: 2
(behind-car car_14 car_12), layer: 2
(behind-car car_14 car_09), layer: 2
(behind-car car_14 car_14), layer: 2
(behind-car car_14 car_05), layer: 2
(behind-car car_14 car_00), layer: 2
(behind-car car_14 car_17), layer: 2
(behind-car car_14 car_15), layer: 2
(behind-car car_14 car_06), layer: 2
(behind-car car_14 car_21), layer: 2
(behind-car car_05 car_08), layer: 2
(behind-car car_05 car_13), layer: 2
(behind-car car_05 car_07), layer: 2
(behind-car car_05 car_12), layer: 2
(behind-car car_05 car_09), layer: 2
(behind-car car_05 car_14), layer: 2
(behind-car car_05 car_05), layer: 2
(behind-car car_05 car_00), layer: 2
(behind-car car_05 car_17), layer: 2
(behind-car car_05 car_15), layer: 2
(behind-car car_05 car_06), layer: 2
(behind-car car_05 car_21), layer: 2
(behind-car car_00 car_08), layer: 2
(behind-car car_00 car_13), layer: 2
(behind-car car_00 car_07), layer: 2
(behind-car car_00 car_12), layer: 2
(behind-car car_00 car_09), layer: 2
(behind-car car_00 car_14), layer: 2
(behind-car car_00 car_05), layer: 2
(behind-car car_00 car_00), layer: 2
(behind-car car_00 car_17), layer: 2
(behind-car car_00 car_15), layer: 2
(behind-car car_00 car_06), layer: 2
(behind-car car_00 car_21), layer: 2
(behind-car car_17 car_08), layer: 2
(behind-car car_17 car_13), layer: 2
(behind-car car_17 car_07), layer: 2
(behind-car car_17 car_12), layer: 2
(behind-car car_17 car_09), layer: 2
(behind-car car_17 car_14), layer: 2
(behind-car car_17 car_05), layer: 2
(behind-car car_17 car_00), layer: 2
(behind-car car_17 car_17), layer: 2
(behind-car car_17 car_15), layer: 2
(behind-car car_17 car_06), layer: 2
(behind-car car_17 car_21), layer: 2
(behind-car car_15 car_08), layer: 2
(behind-car car_15 car_13), layer: 2
(behind-car car_15 car_07), layer: 2
(behind-car car_15 car_12), layer: 2
(behind-car car_15 car_09), layer: 2
(behind-car car_15 car_14), layer: 2
(behind-car car_15 car_05), layer: 2
(behind-car car_15 car_00), layer: 2
(behind-car car_15 car_17), layer: 2
(behind-car car_15 car_15), layer: 2
(behind-car car_15 car_06), layer: 2
(behind-car car_15 car_21), layer: 2
(behind-car car_06 car_08), layer: 2
(behind-car car_06 car_13), layer: 2
(behind-car car_06 car_07), layer: 2
(behind-car car_06 car_12), layer: 2
(behind-car car_06 car_09), layer: 2
(behind-car car_06 car_14), layer: 2
(behind-car car_06 car_05), layer: 2
(behind-car car_06 car_00), layer: 2
(behind-car car_06 car_17), layer: 2
(behind-car car_06 car_15), layer: 2
(behind-car car_06 car_06), layer: 2
(behind-car car_06 car_21), layer: 2
(behind-car car_21 car_08), layer: 2
(behind-car car_21 car_13), layer: 2
(behind-car car_21 car_07), layer: 2
(behind-car car_21 car_12), layer: 2
(behind-car car_21 car_09), layer: 2
(behind-car car_21 car_14), layer: 2
(behind-car car_21 car_05), layer: 2
(behind-car car_21 car_00), layer: 2
(behind-car car_21 car_17), layer: 2
(behind-car car_21 car_15), layer: 2
(behind-car car_21 car_06), layer: 2
(behind-car car_21 car_21), layer: 2
(at-curb-num car_16 curb_10), layer: 2
(at-curb car_16), layer: 2
(at-curb-num car_16 curb_11), layer: 2
(at-curb-num car_19 curb_10), layer: 2
(at-curb car_19), layer: 2
(at-curb-num car_19 curb_11), layer: 2
(at-curb-num car_18 curb_10), layer: 2
(at-curb car_18), layer: 2
(at-curb-num car_18 curb_11), layer: 2
(at-curb-num car_01 curb_10), layer: 2
(at-curb car_01), layer: 2
(at-curb-num car_01 curb_11), layer: 2
(at-curb-num car_11 curb_10), layer: 2
(at-curb car_11), layer: 2
(at-curb-num car_11 curb_11), layer: 2
(at-curb-num car_03 curb_10), layer: 2
(at-curb car_03), layer: 2
(at-curb-num car_03 curb_11), layer: 2
(at-curb-num car_04 curb_10), layer: 2
(at-curb car_04), layer: 2
(at-curb-num car_04 curb_11), layer: 2
(at-curb-num car_10 curb_10), layer: 2
(at-curb car_10), layer: 2
(at-curb-num car_10 curb_11), layer: 2
(at-curb-num car_20 curb_10), layer: 2
(at-curb car_20), layer: 2
(at-curb-num car_20 curb_11), layer: 2
(at-curb-num car_02 curb_10), layer: 2
(at-curb car_02), layer: 2
(at-curb-num car_02 curb_11), layer: 2
(behind-car car_16 car_12), layer: 2
(behind-car car_16 car_09), layer: 2
(behind-car car_16 car_14), layer: 2
(behind-car car_16 car_05), layer: 2
(behind-car car_16 car_00), layer: 2
(behind-car car_16 car_17), layer: 2
(behind-car car_16 car_15), layer: 2
(behind-car car_16 car_06), layer: 2
(behind-car car_16 car_21), layer: 2
(behind-car car_19 car_07), layer: 2
(behind-car car_19 car_09), layer: 2
(behind-car car_19 car_14), layer: 2
(behind-car car_19 car_05), layer: 2
(behind-car car_19 car_00), layer: 2
(behind-car car_19 car_17), layer: 2
(behind-car car_19 car_15), layer: 2
(behind-car car_19 car_06), layer: 2
(behind-car car_19 car_21), layer: 2
(behind-car car_18 car_07), layer: 2
(behind-car car_18 car_12), layer: 2
(behind-car car_18 car_14), layer: 2
(behind-car car_18 car_05), layer: 2
(behind-car car_18 car_00), layer: 2
(behind-car car_18 car_17), layer: 2
(behind-car car_18 car_15), layer: 2
(behind-car car_18 car_06), layer: 2
(behind-car car_18 car_21), layer: 2
(behind-car car_01 car_07), layer: 2
(behind-car car_01 car_12), layer: 2
(behind-car car_01 car_09), layer: 2
(behind-car car_01 car_05), layer: 2
(behind-car car_01 car_00), layer: 2
(behind-car car_01 car_17), layer: 2
(behind-car car_01 car_15), layer: 2
(behind-car car_01 car_06), layer: 2
(behind-car car_01 car_21), layer: 2
(behind-car car_11 car_07), layer: 2
(behind-car car_11 car_12), layer: 2
(behind-car car_11 car_09), layer: 2
(behind-car car_11 car_14), layer: 2
(behind-car car_11 car_00), layer: 2
(behind-car car_11 car_17), layer: 2
(behind-car car_11 car_15), layer: 2
(behind-car car_11 car_06), layer: 2
(behind-car car_11 car_21), layer: 2
(behind-car car_03 car_07), layer: 2
(behind-car car_03 car_12), layer: 2
(behind-car car_03 car_09), layer: 2
(behind-car car_03 car_14), layer: 2
(behind-car car_03 car_05), layer: 2
(behind-car car_03 car_17), layer: 2
(behind-car car_03 car_15), layer: 2
(behind-car car_03 car_06), layer: 2
(behind-car car_03 car_21), layer: 2
(behind-car car_04 car_07), layer: 2
(behind-car car_04 car_12), layer: 2
(behind-car car_04 car_09), layer: 2
(behind-car car_04 car_14), layer: 2
(behind-car car_04 car_05), layer: 2
(behind-car car_04 car_00), layer: 2
(behind-car car_04 car_15), layer: 2
(behind-car car_04 car_06), layer: 2
(behind-car car_04 car_21), layer: 2
(behind-car car_10 car_07), layer: 2
(behind-car car_10 car_12), layer: 2
(behind-car car_10 car_09), layer: 2
(behind-car car_10 car_14), layer: 2
(behind-car car_10 car_05), layer: 2
(behind-car car_10 car_00), layer: 2
(behind-car car_10 car_17), layer: 2
(behind-car car_10 car_06), layer: 2
(behind-car car_10 car_21), layer: 2
(behind-car car_20 car_07), layer: 2
(behind-car car_20 car_12), layer: 2
(behind-car car_20 car_09), layer: 2
(behind-car car_20 car_14), layer: 2
(behind-car car_20 car_05), layer: 2
(behind-car car_20 car_00), layer: 2
(behind-car car_20 car_17), layer: 2
(behind-car car_20 car_15), layer: 2
(behind-car car_20 car_21), layer: 2
(behind-car car_02 car_07), layer: 2
(behind-car car_02 car_12), layer: 2
(behind-car car_02 car_09), layer: 2
(behind-car car_02 car_14), layer: 2
(behind-car car_02 car_05), layer: 2
(behind-car car_02 car_00), layer: 2
(behind-car car_02 car_17), layer: 2
(behind-car car_02 car_15), layer: 2
(behind-car car_02 car_06), layer: 2
