(at player-01 pos-08-06), layer: 0
(move-dir pos-03-04 pos-04-04 dir-right), layer: 0
(move-dir pos-03-07 pos-02-07 dir-left), layer: 0
(move-dir pos-03-07 pos-03-08 dir-down), layer: 0
(move-dir pos-03-08 pos-02-08 dir-left), layer: 0
(move-dir pos-03-08 pos-03-07 dir-up), layer: 0
(move-dir pos-03-08 pos-03-09 dir-down), layer: 0
(move-dir pos-03-09 pos-02-09 dir-left), layer: 0
(move-dir pos-03-09 pos-03-08 dir-up), layer: 0
(move-dir pos-04-02 pos-03-02 dir-left), layer: 0
(move-dir pos-04-02 pos-04-03 dir-down), layer: 0
(move-dir pos-04-02 pos-05-02 dir-right), layer: 0
(move-dir pos-04-03 pos-03-03 dir-left), layer: 0
(move-dir pos-04-03 pos-04-02 dir-up), layer: 0
(move-dir pos-04-03 pos-04-04 dir-down), layer: 0
(move-dir pos-04-03 pos-05-03 dir-right), layer: 0
(move-dir pos-04-04 pos-03-04 dir-left), layer: 0
(move-dir pos-04-04 pos-04-03 dir-up), layer: 0
(move-dir pos-04-04 pos-04-05 dir-down), layer: 0
(move-dir pos-04-04 pos-05-04 dir-right), layer: 0
(move-dir pos-04-05 pos-04-04 dir-up), layer: 0
(move-dir pos-04-05 pos-05-05 dir-right), layer: 0
(move-dir pos-05-02 pos-04-02 dir-left), layer: 0
(move-dir pos-05-02 pos-05-03 dir-down), layer: 0
(move-dir pos-05-02 pos-06-02 dir-right), layer: 0
(move-dir pos-05-03 pos-04-03 dir-left), layer: 0
(move-dir pos-05-03 pos-05-02 dir-up), layer: 0
(move-dir pos-05-03 pos-05-04 dir-down), layer: 0
(move-dir pos-05-03 pos-06-03 dir-right), layer: 0
(move-dir pos-05-04 pos-04-04 dir-left), layer: 0
(move-dir pos-05-04 pos-05-03 dir-up), layer: 0
(move-dir pos-05-04 pos-05-05 dir-down), layer: 0
(move-dir pos-05-04 pos-06-04 dir-right), layer: 0
(move-dir pos-05-05 pos-04-05 dir-left), layer: 0
(move-dir pos-05-05 pos-05-04 dir-up), layer: 0
(move-dir pos-05-05 pos-05-06 dir-down), layer: 0
(move-dir pos-05-06 pos-05-05 dir-up), layer: 0
(move-dir pos-05-06 pos-05-07 dir-down), layer: 0
(move-dir pos-05-07 pos-05-06 dir-up), layer: 0
(move-dir pos-05-07 pos-05-08 dir-down), layer: 0
(move-dir pos-05-07 pos-06-07 dir-right), layer: 0
(move-dir pos-05-08 pos-05-07 dir-up), layer: 0
(move-dir pos-05-08 pos-06-08 dir-right), layer: 0
(move-dir pos-06-02 pos-05-02 dir-left), layer: 0
(move-dir pos-06-02 pos-06-03 dir-down), layer: 0
(move-dir pos-06-03 pos-05-03 dir-left), layer: 0
(move-dir pos-06-03 pos-06-02 dir-up), layer: 0
(move-dir pos-06-03 pos-06-04 dir-down), layer: 0
(move-dir pos-06-04 pos-05-04 dir-left), layer: 0
(move-dir pos-06-04 pos-06-03 dir-up), layer: 0
(move-dir pos-06-07 pos-05-07 dir-left), layer: 0
(move-dir pos-06-07 pos-06-08 dir-down), layer: 0
(move-dir pos-06-07 pos-07-07 dir-right), layer: 0
(move-dir pos-06-08 pos-05-08 dir-left), layer: 0
(move-dir pos-06-08 pos-06-07 dir-up), layer: 0
(move-dir pos-07-06 pos-07-07 dir-down), layer: 0
(move-dir pos-07-06 pos-08-06 dir-right), layer: 0
(move-dir pos-07-07 pos-06-07 dir-left), layer: 0
(move-dir pos-07-07 pos-07-06 dir-up), layer: 0
(move-dir pos-07-07 pos-08-07 dir-right), layer: 0
(move-dir pos-08-01 pos-08-02 dir-down), layer: 0
(move-dir pos-08-01 pos-09-01 dir-right), layer: 0
(move-dir pos-08-02 pos-08-01 dir-up), layer: 0
(move-dir pos-08-02 pos-08-03 dir-down), layer: 0
(move-dir pos-08-02 pos-09-02 dir-right), layer: 0
(move-dir pos-08-03 pos-08-02 dir-up), layer: 0
(move-dir pos-08-03 pos-08-04 dir-down), layer: 0
(move-dir pos-08-03 pos-09-03 dir-right), layer: 0
(move-dir pos-08-04 pos-08-03 dir-up), layer: 0
(move-dir pos-08-04 pos-09-04 dir-right), layer: 0
(move-dir pos-08-06 pos-07-06 dir-left), layer: 0
(move-dir pos-08-06 pos-08-07 dir-down), layer: 0
(move-dir pos-08-06 pos-09-06 dir-right), layer: 0
(move-dir pos-08-07 pos-07-07 dir-left), layer: 0
(move-dir pos-08-07 pos-08-06 dir-up), layer: 0
(move-dir pos-08-07 pos-09-07 dir-right), layer: 0
(move-dir pos-08-09 pos-09-09 dir-right), layer: 0
(move-dir pos-09-01 pos-08-01 dir-left), layer: 0
(move-dir pos-09-01 pos-09-02 dir-down), layer: 0
(move-dir pos-09-01 pos-10-01 dir-right), layer: 0
(move-dir pos-09-02 pos-08-02 dir-left), layer: 0
(move-dir pos-09-02 pos-09-01 dir-up), layer: 0
(move-dir pos-09-02 pos-09-03 dir-down), layer: 0
(move-dir pos-09-02 pos-10-02 dir-right), layer: 0
(move-dir pos-09-03 pos-08-03 dir-left), layer: 0
(move-dir pos-09-03 pos-09-02 dir-up), layer: 0
(move-dir pos-09-03 pos-09-04 dir-down), layer: 0
(move-dir pos-09-03 pos-10-03 dir-right), layer: 0
(move-dir pos-09-04 pos-08-04 dir-left), layer: 0
(move-dir pos-09-04 pos-09-03 dir-up), layer: 0
(move-dir pos-09-04 pos-10-04 dir-right), layer: 0
(move-dir pos-09-06 pos-08-06 dir-left), layer: 0
(move-dir pos-09-06 pos-09-07 dir-down), layer: 0
(move-dir pos-09-07 pos-08-07 dir-left), layer: 0
(move-dir pos-09-07 pos-09-06 dir-up), layer: 0
(move-dir pos-09-09 pos-08-09 dir-left), layer: 0
(move-dir pos-09-09 pos-10-09 dir-right), layer: 0
(move-dir pos-10-01 pos-09-01 dir-left), layer: 0
(move-dir pos-10-01 pos-10-02 dir-down), layer: 0
(move-dir pos-10-02 pos-09-02 dir-left), layer: 0
(move-dir pos-10-02 pos-10-01 dir-up), layer: 0
(move-dir pos-10-02 pos-10-03 dir-down), layer: 0
(move-dir pos-10-03 pos-09-03 dir-left), layer: 0
(move-dir pos-10-03 pos-10-02 dir-up), layer: 0
(move-dir pos-10-03 pos-10-04 dir-down), layer: 0
(move-dir pos-10-04 pos-09-04 dir-left), layer: 0
(move-dir pos-10-04 pos-10-03 dir-up), layer: 0
(move-dir pos-10-09 pos-09-09 dir-left), layer: 0
