(at player-01 pos-04-16), layer: 0
(is-nongoal pos-09-11), layer: 0
(is-nongoal pos-09-12), layer: 0
(is-nongoal pos-09-13), layer: 0
(is-nongoal pos-09-14), layer: 0
(is-nongoal pos-09-15), layer: 0
(is-nongoal pos-09-16), layer: 0
(is-nongoal pos-09-17), layer: 0
(is-nongoal pos-10-01), layer: 0
(is-nongoal pos-10-02), layer: 0
(is-nongoal pos-10-03), layer: 0
(is-nongoal pos-10-04), layer: 0
(is-nongoal pos-10-05), layer: 0
(is-nongoal pos-10-06), layer: 0
(is-nongoal pos-10-07), layer: 0
(is-nongoal pos-10-08), layer: 0
(is-nongoal pos-10-09), layer: 0
(is-nongoal pos-10-10), layer: 0
(is-nongoal pos-10-11), layer: 0
(is-nongoal pos-10-12), layer: 0
(is-nongoal pos-10-13), layer: 0
(is-nongoal pos-10-14), layer: 0
(is-nongoal pos-10-15), layer: 0
(is-nongoal pos-10-16), layer: 0
(is-nongoal pos-10-17), layer: 0
(is-nongoal pos-11-01), layer: 0
(is-nongoal pos-11-02), layer: 0
(is-nongoal pos-11-03), layer: 0
(is-nongoal pos-11-04), layer: 0
(is-nongoal pos-11-05), layer: 0
(is-nongoal pos-11-06), layer: 0
(is-nongoal pos-11-07), layer: 0
(is-nongoal pos-11-08), layer: 0
(is-nongoal pos-11-09), layer: 0
(is-nongoal pos-11-10), layer: 0
(is-nongoal pos-11-11), layer: 0
(is-nongoal pos-11-12), layer: 0
(is-nongoal pos-11-13), layer: 0
(is-nongoal pos-11-14), layer: 0
(is-nongoal pos-11-15), layer: 0
(is-nongoal pos-11-16), layer: 0
(is-nongoal pos-11-17), layer: 0
(is-nongoal pos-12-01), layer: 0
(is-nongoal pos-12-02), layer: 0
(is-nongoal pos-12-03), layer: 0
(is-nongoal pos-12-04), layer: 0
(is-nongoal pos-12-05), layer: 0
(is-nongoal pos-12-06), layer: 0
(is-nongoal pos-12-07), layer: 0
(is-nongoal pos-12-08), layer: 0
(is-nongoal pos-12-09), layer: 0
(is-nongoal pos-12-10), layer: 0
(is-nongoal pos-12-11), layer: 0
(is-nongoal pos-12-12), layer: 0
(is-nongoal pos-12-13), layer: 0
(is-nongoal pos-12-14), layer: 0
(is-nongoal pos-12-15), layer: 0
(is-nongoal pos-12-16), layer: 0
(is-nongoal pos-12-17), layer: 0
(is-nongoal pos-13-01), layer: 0
(is-nongoal pos-13-02), layer: 0
(is-nongoal pos-13-03), layer: 0
(is-nongoal pos-13-04), layer: 0
(is-nongoal pos-13-05), layer: 0
(is-nongoal pos-13-06), layer: 0
(is-nongoal pos-13-07), layer: 0
(is-nongoal pos-13-08), layer: 0
(is-nongoal pos-13-09), layer: 0
(is-nongoal pos-13-10), layer: 0
(is-nongoal pos-13-11), layer: 0
(is-nongoal pos-13-12), layer: 0
(is-nongoal pos-13-13), layer: 0
(is-nongoal pos-13-14), layer: 0
(is-nongoal pos-13-15), layer: 0
(is-nongoal pos-13-16), layer: 0
(is-nongoal pos-13-17), layer: 0
(is-nongoal pos-14-01), layer: 0
(is-nongoal pos-14-02), layer: 0
(is-nongoal pos-14-03), layer: 0
(is-nongoal pos-14-04), layer: 0
(is-nongoal pos-14-05), layer: 0
(is-nongoal pos-14-06), layer: 0
(is-nongoal pos-14-07), layer: 0
(is-nongoal pos-14-08), layer: 0
(is-nongoal pos-14-09), layer: 0
(is-nongoal pos-14-10), layer: 0
(is-nongoal pos-14-11), layer: 0
(is-nongoal pos-14-12), layer: 0
(is-nongoal pos-14-13), layer: 0
(is-nongoal pos-14-14), layer: 0
(is-nongoal pos-14-15), layer: 0
(is-nongoal pos-14-16), layer: 0
(is-nongoal pos-14-17), layer: 0
(is-nongoal pos-15-01), layer: 0
(is-nongoal pos-15-02), layer: 0
(is-nongoal pos-15-03), layer: 0
(is-nongoal pos-15-04), layer: 0
(is-nongoal pos-15-05), layer: 0
(is-nongoal pos-15-06), layer: 0
(is-nongoal pos-15-07), layer: 0
(is-nongoal pos-15-08), layer: 0
(is-nongoal pos-15-09), layer: 0
(is-nongoal pos-15-10), layer: 0
(is-nongoal pos-15-11), layer: 0
(is-nongoal pos-15-12), layer: 0
(is-nongoal pos-15-13), layer: 0
(is-nongoal pos-15-14), layer: 0
(is-nongoal pos-15-15), layer: 0
(is-nongoal pos-15-16), layer: 0
(is-nongoal pos-15-17), layer: 0
(is-nongoal pos-16-01), layer: 0
(is-nongoal pos-16-02), layer: 0
(is-nongoal pos-16-03), layer: 0
(is-nongoal pos-16-04), layer: 0
(is-nongoal pos-16-05), layer: 0
(is-nongoal pos-16-06), layer: 0
(is-nongoal pos-16-07), layer: 0
(is-nongoal pos-16-08), layer: 0
(is-nongoal pos-16-09), layer: 0
(is-nongoal pos-16-10), layer: 0
(is-nongoal pos-16-11), layer: 0
(is-nongoal pos-16-12), layer: 0
(is-nongoal pos-16-13), layer: 0
(is-nongoal pos-16-14), layer: 0
(is-nongoal pos-16-15), layer: 0
(is-nongoal pos-16-16), layer: 0
(is-nongoal pos-16-17), layer: 0
(is-nongoal pos-17-01), layer: 0
(is-nongoal pos-17-02), layer: 0
(is-nongoal pos-17-03), layer: 0
(is-nongoal pos-17-04), layer: 0
(is-nongoal pos-17-05), layer: 0
(is-nongoal pos-17-06), layer: 0
(is-nongoal pos-17-07), layer: 0
(is-nongoal pos-17-08), layer: 0
(is-nongoal pos-17-09), layer: 0
(is-nongoal pos-17-10), layer: 0
(is-nongoal pos-17-11), layer: 0
(is-nongoal pos-17-12), layer: 0
(is-nongoal pos-17-13), layer: 0
(is-nongoal pos-17-14), layer: 0
(is-nongoal pos-17-15), layer: 0
(is-nongoal pos-17-16), layer: 0
(is-nongoal pos-17-17), layer: 0
(is-nongoal pos-18-01), layer: 0
(is-nongoal pos-18-02), layer: 0
(is-nongoal pos-18-03), layer: 0
(is-nongoal pos-18-04), layer: 0
(is-nongoal pos-18-05), layer: 0
(is-nongoal pos-18-06), layer: 0
(is-nongoal pos-18-07), layer: 0
(is-nongoal pos-18-08), layer: 0
(is-nongoal pos-18-09), layer: 0
(is-nongoal pos-18-10), layer: 0
(is-nongoal pos-18-11), layer: 0
(is-nongoal pos-18-12), layer: 0
(is-nongoal pos-18-13), layer: 0
(is-nongoal pos-18-14), layer: 0
(is-nongoal pos-18-15), layer: 0
(is-nongoal pos-18-16), layer: 0
(is-nongoal pos-18-17), layer: 0
(is-nongoal pos-19-01), layer: 0
(is-nongoal pos-19-02), layer: 0
(is-nongoal pos-19-03), layer: 0
(is-nongoal pos-19-04), layer: 0
(is-nongoal pos-19-05), layer: 0
(is-nongoal pos-19-06), layer: 0
(is-nongoal pos-19-07), layer: 0
(is-nongoal pos-19-08), layer: 0
(is-nongoal pos-19-09), layer: 0
(is-nongoal pos-19-10), layer: 0
(is-nongoal pos-19-11), layer: 0
(is-nongoal pos-19-12), layer: 0
(is-nongoal pos-19-13), layer: 0
(is-nongoal pos-19-14), layer: 0
(is-nongoal pos-19-15), layer: 0
(is-nongoal pos-19-16), layer: 0
(is-nongoal pos-19-17), layer: 0
(is-nongoal pos-20-01), layer: 0
(is-nongoal pos-20-02), layer: 0
(is-nongoal pos-20-03), layer: 0
(is-nongoal pos-20-04), layer: 0
(is-nongoal pos-20-05), layer: 0
(is-nongoal pos-20-06), layer: 0
(is-nongoal pos-20-07), layer: 0
(is-nongoal pos-20-08), layer: 0
(is-nongoal pos-20-09), layer: 0
(is-nongoal pos-20-10), layer: 0
(is-nongoal pos-20-11), layer: 0
(is-nongoal pos-20-12), layer: 0
(is-nongoal pos-20-13), layer: 0
(is-nongoal pos-20-14), layer: 0
(is-nongoal pos-20-15), layer: 0
(is-nongoal pos-20-16), layer: 0
(is-nongoal pos-20-17), layer: 0
(is-nongoal pos-21-01), layer: 0
(is-nongoal pos-21-02), layer: 0
(is-nongoal pos-21-03), layer: 0
(is-nongoal pos-21-04), layer: 0
(is-nongoal pos-21-05), layer: 0
(is-nongoal pos-21-06), layer: 0
(is-nongoal pos-21-07), layer: 0
(is-nongoal pos-21-08), layer: 0
(is-nongoal pos-21-09), layer: 0
(is-nongoal pos-21-10), layer: 0
(is-nongoal pos-21-11), layer: 0
(is-nongoal pos-21-12), layer: 0
(is-nongoal pos-21-13), layer: 0
(is-nongoal pos-21-14), layer: 0
(is-nongoal pos-21-15), layer: 0
(is-nongoal pos-21-16), layer: 0
(is-nongoal pos-21-17), layer: 0
(is-nongoal pos-22-01), layer: 0
(is-nongoal pos-22-02), layer: 0
(is-nongoal pos-22-03), layer: 0
(is-nongoal pos-22-04), layer: 0
(is-nongoal pos-22-05), layer: 0
(is-nongoal pos-22-06), layer: 0
(is-nongoal pos-22-07), layer: 0
(is-nongoal pos-22-08), layer: 0
(is-nongoal pos-22-09), layer: 0
(is-nongoal pos-22-10), layer: 0
(is-nongoal pos-22-11), layer: 0
(is-nongoal pos-22-12), layer: 0
(is-nongoal pos-22-13), layer: 0
(is-nongoal pos-22-14), layer: 0
(is-nongoal pos-22-15), layer: 0
(is-nongoal pos-22-16), layer: 0
(is-nongoal pos-22-17), layer: 0
(is-nongoal pos-23-01), layer: 0
(is-nongoal pos-23-02), layer: 0
(is-nongoal pos-23-03), layer: 0
(is-nongoal pos-23-04), layer: 0
(is-nongoal pos-23-05), layer: 0
(is-nongoal pos-23-06), layer: 0
(is-nongoal pos-23-07), layer: 0
(is-nongoal pos-23-08), layer: 0
(is-nongoal pos-23-09), layer: 0
(is-nongoal pos-23-10), layer: 0
(is-nongoal pos-23-11), layer: 0
(is-nongoal pos-23-12), layer: 0
(is-nongoal pos-23-13), layer: 0
(is-nongoal pos-23-14), layer: 0
(is-nongoal pos-23-15), layer: 0
(is-nongoal pos-23-16), layer: 0
(is-nongoal pos-23-17), layer: 0
(is-nongoal pos-24-01), layer: 0
(is-nongoal pos-24-02), layer: 0
(is-nongoal pos-24-03), layer: 0
(is-nongoal pos-24-04), layer: 0
(is-nongoal pos-24-05), layer: 0
(is-nongoal pos-24-06), layer: 0
(is-nongoal pos-24-07), layer: 0
(is-nongoal pos-24-08), layer: 0
(is-nongoal pos-24-09), layer: 0
(is-nongoal pos-24-10), layer: 0
(is-nongoal pos-24-11), layer: 0
(is-nongoal pos-24-12), layer: 0
(is-nongoal pos-24-13), layer: 0
(is-nongoal pos-24-14), layer: 0
(is-nongoal pos-24-15), layer: 0
(is-nongoal pos-24-16), layer: 0
(is-nongoal pos-24-17), layer: 0
(is-nongoal pos-25-01), layer: 0
(is-nongoal pos-25-02), layer: 0
(is-nongoal pos-25-03), layer: 0
(is-nongoal pos-25-04), layer: 0
(is-nongoal pos-25-05), layer: 0
(is-nongoal pos-25-06), layer: 0
(is-nongoal pos-25-07), layer: 0
(is-nongoal pos-25-08), layer: 0
(is-nongoal pos-25-09), layer: 0
(is-nongoal pos-25-10), layer: 0
(is-nongoal pos-25-11), layer: 0
(is-nongoal pos-25-12), layer: 0
(is-nongoal pos-25-13), layer: 0
(is-nongoal pos-25-14), layer: 0
(is-nongoal pos-25-15), layer: 0
(is-nongoal pos-25-16), layer: 0
(is-nongoal pos-25-17), layer: 0
(is-nongoal pos-26-01), layer: 0
(is-nongoal pos-26-02), layer: 0
(is-nongoal pos-26-03), layer: 0
(is-nongoal pos-26-04), layer: 0
(is-nongoal pos-26-05), layer: 0
(is-nongoal pos-26-06), layer: 0
(is-nongoal pos-26-07), layer: 0
(is-nongoal pos-26-08), layer: 0
(is-nongoal pos-26-09), layer: 0
(is-nongoal pos-26-10), layer: 0
(is-nongoal pos-26-11), layer: 0
(is-nongoal pos-26-12), layer: 0
(is-nongoal pos-26-13), layer: 0
(is-nongoal pos-26-14), layer: 0
(is-nongoal pos-26-15), layer: 0
(is-nongoal pos-26-16), layer: 0
(is-nongoal pos-26-17), layer: 0
(is-nongoal pos-27-01), layer: 0
(is-nongoal pos-27-02), layer: 0
(is-nongoal pos-27-03), layer: 0
(is-nongoal pos-27-04), layer: 0
(is-nongoal pos-27-05), layer: 0
(is-nongoal pos-27-06), layer: 0
(is-nongoal pos-27-07), layer: 0
(is-nongoal pos-27-08), layer: 0
(is-nongoal pos-27-09), layer: 0
(is-nongoal pos-27-10), layer: 0
(is-nongoal pos-27-11), layer: 0
(is-nongoal pos-27-12), layer: 0
(is-nongoal pos-27-13), layer: 0
(is-nongoal pos-27-14), layer: 0
(is-nongoal pos-27-15), layer: 0
(is-nongoal pos-27-16), layer: 0
(is-nongoal pos-27-17), layer: 0
(is-nongoal pos-28-01), layer: 0
(is-nongoal pos-28-02), layer: 0
(is-nongoal pos-28-03), layer: 0
(is-nongoal pos-28-04), layer: 0
(is-nongoal pos-28-05), layer: 0
(is-nongoal pos-28-06), layer: 0
(is-nongoal pos-28-07), layer: 0
(is-nongoal pos-28-08), layer: 0
(is-nongoal pos-28-09), layer: 0
(is-nongoal pos-28-10), layer: 0
(is-nongoal pos-28-11), layer: 0
(is-nongoal pos-28-12), layer: 0
(is-nongoal pos-28-13), layer: 0
(is-nongoal pos-28-14), layer: 0
(is-nongoal pos-28-15), layer: 0
(is-nongoal pos-28-16), layer: 0
(is-nongoal pos-28-17), layer: 0
(is-nongoal pos-29-01), layer: 0
(is-nongoal pos-29-02), layer: 0
(is-nongoal pos-29-03), layer: 0
(is-nongoal pos-29-04), layer: 0
(is-nongoal pos-29-05), layer: 0
(is-nongoal pos-29-06), layer: 0
(is-nongoal pos-29-07), layer: 0
(is-nongoal pos-29-08), layer: 0
(is-nongoal pos-29-09), layer: 0
(is-nongoal pos-29-10), layer: 0
(is-nongoal pos-29-11), layer: 0
(is-nongoal pos-29-12), layer: 0
(is-nongoal pos-29-13), layer: 0
(is-nongoal pos-29-14), layer: 0
(is-nongoal pos-29-15), layer: 0
(is-nongoal pos-29-16), layer: 0
(is-nongoal pos-29-17), layer: 0
(move-dir pos-01-01 pos-01-02 dir-down), layer: 0
(move-dir pos-01-02 pos-01-01 dir-up), layer: 0
(move-dir pos-01-02 pos-01-03 dir-down), layer: 0
(move-dir pos-01-03 pos-01-02 dir-up), layer: 0
(move-dir pos-01-03 pos-01-04 dir-down), layer: 0
(move-dir pos-01-04 pos-01-03 dir-up), layer: 0
(move-dir pos-01-04 pos-01-05 dir-down), layer: 0
(move-dir pos-01-05 pos-01-04 dir-up), layer: 0
(move-dir pos-01-05 pos-01-06 dir-down), layer: 0
