(at-curb car_10), layer: 0
(at-curb-num car_13 curb_8), layer: 2
(at-curb-num car_02 curb_7), layer: 2
(at-curb car_02), layer: 2
(at-curb-num car_02 curb_8), layer: 2
(behind-car car_06 car_03), layer: 2
(behind-car car_06 car_01), layer: 2
(behind-car car_06 car_08), layer: 2
(behind-car car_06 car_07), layer: 2
(behind-car car_06 car_11), layer: 2
(behind-car car_06 car_04), layer: 2
(behind-car car_15 car_10), layer: 2
(behind-car car_15 car_01), layer: 2
(behind-car car_15 car_08), layer: 2
(behind-car car_15 car_07), layer: 2
(behind-car car_15 car_11), layer: 2
(behind-car car_15 car_04), layer: 2
(behind-car car_05 car_10), layer: 2
(behind-car car_05 car_03), layer: 2
(behind-car car_05 car_08), layer: 2
(behind-car car_05 car_07), layer: 2
(behind-car car_05 car_11), layer: 2
(behind-car car_05 car_04), layer: 2
(behind-car car_14 car_10), layer: 2
(behind-car car_14 car_03), layer: 2
(behind-car car_14 car_01), layer: 2
(behind-car car_14 car_07), layer: 2
(behind-car car_14 car_11), layer: 2
(behind-car car_14 car_04), layer: 2
(behind-car car_09 car_10), layer: 2
(behind-car car_09 car_03), layer: 2
(behind-car car_09 car_01), layer: 2
(behind-car car_09 car_08), layer: 2
(behind-car car_09 car_11), layer: 2
(behind-car car_09 car_04), layer: 2
(behind-car car_13 car_10), layer: 2
(behind-car car_13 car_03), layer: 2
(behind-car car_13 car_01), layer: 2
(behind-car car_13 car_08), layer: 2
(behind-car car_13 car_07), layer: 2
(behind-car car_13 car_04), layer: 2
(behind-car car_02 car_10), layer: 2
(behind-car car_02 car_03), layer: 2
(behind-car car_02 car_01), layer: 2
(behind-car car_02 car_08), layer: 2
(behind-car car_02 car_07), layer: 2
(behind-car car_02 car_11), layer: 2
